startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,locationlatitude,locationlongitude,userlanguage,q1,q31,q36_1,q4,q5,q8,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q9,q10,q11,q7,q12,q14,q15,q32,q21,q22,q23,q24,q25,q26,q27,q34,q35
12/4/2023 23:33,12/4/2023 23:37,0,162.243.206.8,100,229,1,12/4/2023 23:37,R_2zeAHuJxbnEq5MB,40.759701,-73.981003,EN,1,1,43,6,6,"1,2,5",2,3,1,4,5,6,1,2,1,2,2,9,3,4,1,1,1,5,7,6,2,2,2
11/29/2023 13:24,11/29/2023 13:24,0,162.248.66.23,100,23,1,11/29/2023 13:24,R_3g25O3BXok7i97q,26.344101,-80.084,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 7:49,12/5/2023 7:49,0,163.116.134.113,100,36,1,12/5/2023 7:49,R_1QzU6TYFHXsoLB4,25.7689,-80.194603,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:12,11/27/2023 13:13,0,163.116.250.31,12,76,0,12/4/2023 13:13,R_PFfPEGRdQ4Kjkop,,,EN,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 11:19,12/5/2023 11:19,0,163.116.250.45,100,15,1,12/5/2023 11:19,R_1IjmmqxhlG9BbPj,25.7689,-80.194603,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 9:32,12/4/2023 9:32,0,163.118.52.53,100,15,1,12/4/2023 9:32,R_PTcJ82Ew0TpPMDT,28.064699,-80.620598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 7:45,11/30/2023 7:49,0,165.1.172.36,4,200,0,12/7/2023 7:49,R_3GcUzKNOZ2bvR2H,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 6:57,12/5/2023 6:59,0,165.161.29.79,100,150,1,12/5/2023 6:59,R_2YaEbzavlPNAioS,26.6642,-80.173203,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 11:37,11/27/2023 11:43,0,165.161.31.240,100,360,1,11/27/2023 11:43,R_XhV0ImKwjSNKeYx,26.6642,-80.173203,EN,1,1,50,6,6,10,1,5,3,4,2,6,1,3,1,2,2,6:30,6:00,5,3,1,1,3,3,1,2,2,3
11/27/2023 13:39,11/27/2023 13:41,0,165.214.68.105,100,165,1,11/27/2023 13:42,R_2amDsYCuk2aEKED,27.7052,-82.313599,EN,1,1,41,2,6,8,6,3,1,5,2,4,1,6,1,2,3,8,6,5,1,1,1,6,6,1,1,2,5
12/1/2023 12:55,12/1/2023 17:46,0,165.225.222.184,100,17426,1,12/1/2023 17:46,R_e8J0ciFyyWBkiKB,26.099001,-80.182198,EN,1,1,59,6,6,10,1,2,4,5,3,6,1,2,1,2,2,8,5,3,1,16,2,8,7,1,2,2,2
11/27/2023 10:28,11/27/2023 10:28,0,165.225.222.252,100,16,1,11/27/2023 10:28,R_02icrDP9IhmEKyd,25.755199,-80.229301,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 11:07,12/1/2023 11:11,0,165.225.223.4,100,247,1,12/1/2023 11:11,R_3KrRdcmnOL5yaUI,25.7869,-80.202103,EN,1,1,28,3,6,11,2,1,4,3,5,6,1,3,1,2,3,7:00,6:00,4,2,1,1,7,4,1,2,2,3
12/5/2023 18:50,12/5/2023 18:51,0,165.225.223.74,100,79,1,12/5/2023 18:51,R_yxsiwOhRQgWQzeh,26.099001,-80.182198,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:20,11/29/2023 16:21,0,165.225.60.225,100,15,1,11/29/2023 16:21,R_3O345gZtXA0goXw,41.921101,-87.703201,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:19,12/1/2023 7:19,0,166.137.19.17,100,12,1,12/1/2023 7:19,R_RK0myim0kXPGw25,37.750999,-97.821999,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 19:25,11/29/2023 19:31,0,166.137.19.67,100,356,1,11/29/2023 19:31,R_1gBm96QUiz6RQ8v,37.750999,-97.821999,EN,1,1,35,4,5,8,4,3,1,5,2,6,1,5,1,2,3,7:45,2:45,3,1,2,1,8,7,2,2,1,5
12/8/2023 13:12,12/8/2023 13:13,0,166.194.213.49,100,32,1,12/8/2023 13:13,R_1gzJuuWzdVqPo6P,28.634399,-81.622101,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 10:06,12/5/2023 10:07,0,166.196.54.120,100,49,1,12/5/2023 10:07,R_3HN3bp95WVv63NJ,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:02,11/27/2023 10:05,0,166.196.54.126,32,196,0,12/4/2023 10:05,R_1oBhz6wvrFnTpbQ,,,EN,1,1,53,3,7,11,5,4,1,3,2,6,1,,,,,,,,,,,,,,,,
11/29/2023 12:39,11/29/2023 12:39,0,166.196.54.139,100,9,1,11/29/2023 12:39,R_Zly6AJECsB9eabL,28.634399,-81.622101,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:01,11/27/2023 10:08,0,166.196.54.142,48,428,0,12/4/2023 10:08,R_vl5f4AiReU0QEmJ,,,EN,1,1,11,3,6,"1,2,11",4,1,2,5,3,6,1,1,1,2,2,,,,,,,,,,,,
12/4/2023 9:31,12/4/2023 9:36,0,166.196.54.33,100,294,1,12/4/2023 9:36,R_1FyUUQcml2cpub9,33.748501,-84.3871,EN,1,1,59,5,7,"1,11,10",1,4,3,6,2,5,1,1,1,6,3,8,6,3,1,1,1,5,4,4,2,2,5
11/27/2023 14:00,11/27/2023 14:04,0,166.196.54.54,100,208,1,11/27/2023 14:04,R_2fIPkDZYrdlMjiU,33.748501,-84.3871,EN,1,1,25,3,6,"2,3,9",6,1,3,2,5,4,1,3,1,2,2,6:30,3:30,4,1,1,1,7,6,1,2,2,5
12/5/2023 8:19,12/5/2023 8:23,0,166.196.54.82,100,236,1,12/5/2023 8:23,R_24C67uuOQkpTZWd,33.748501,-84.3871,ES,1,1,48,5,6,1,1,2,3,4,5,6,1,4,1,2,3,7,6,3,1,2,3,4,7,1,2,1,5
12/1/2023 9:28,12/1/2023 9:30,0,166.196.54.88,8,127,0,12/8/2023 9:30,R_2ya56UqwXOQoJSp,,,EN,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2023 4:44,12/3/2023 4:47,0,166.196.54.89,100,191,1,12/3/2023 4:47,R_271kj7D1IQ34zpd,33.748501,-84.3871,EN,1,1,59,6,3,"1,2,3,4,5,9",6,5,2,4,1,3,1,1,3,2,1,8:05,5:30,4,1,1,1,8,6,1,2,2,5
12/4/2023 6:51,12/4/2023 6:54,0,166.196.54.93,100,217,1,12/4/2023 6:54,R_DCD6qqHq9zTpyPn,33.748501,-84.3871,EN,1,1,53,3,6,"12,11",6,1,3,2,4,5,1,4,1,2,2,8,1,3,1,4,1,4,6,1,2,1,6
12/1/2023 14:08,12/1/2023 14:15,0,166.196.58.42,100,423,1,12/1/2023 14:15,R_2tngfC4J4gQpocs,33.748501,-84.3871,EN,1,1,35,6,6,8,1,4,3,5,2,6,1,1,1,1,1,9 am -12 pm,6pm,3,2,3,3,1,3,3,2,2,3
11/27/2023 10:16,11/27/2023 10:20,0,166.196.58.45,100,231,1,11/27/2023 10:20,R_2OYMtCSt9WaKAMO,33.748501,-84.3871,EN,1,1,64,1,7,10,5,4,3,2,1,6,1,5,5,2,1,6am,6pm,3,1,1,1,7,6,1,2,2,3
11/29/2023 17:53,11/29/2023 17:54,0,166.196.58.51,12,60,0,12/6/2023 19:39,R_12tfRBA930RkivL,,,EN,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:16,12/1/2023 7:19,0,166.196.58.56,100,181,1,12/1/2023 7:19,R_3Ea2w3bO6oCPAxz,33.748501,-84.3871,EN,1,1,64,1,7,8,2,3,1,5,4,6,1,5,1,2,1,6am,6pm,3,1,1,1,6,6,1,2,2,3
11/29/2023 14:11,11/29/2023 14:11,0,166.196.58.64,100,21,1,11/29/2023 14:11,R_1MXt2xplzO5adDq,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:59,12/1/2023 10:00,0,166.196.58.76,12,52,0,12/8/2023 10:00,R_3fcIzrcVFtyTXug,,,EN,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 9:51,11/30/2023 9:52,0,166.196.58.77,12,73,0,12/7/2023 9:52,R_TdTQPu9E289bChj,,,EN,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 15:45,11/27/2023 15:49,0,166.196.82.25,100,209,1,11/27/2023 15:49,R_2wtYg3FvjUyG35j,36.167099,-86.786102,EN,1,1,46,3,6,"2,11",2,3,4,5,1,6,1,4,1,2,2,6,6,4,1,1,1,5,4,4,2,2,5
12/2/2023 18:22,12/2/2023 18:22,0,166.198.157.108,100,18,1,12/2/2023 18:22,R_Cf57zSjeYXPDY41,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 4:23,12/5/2023 4:24,0,166.198.157.11,100,46,1,12/5/2023 4:24,R_5hxJ0LzinMlUjN7,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2023 11:31,12/6/2023 11:31,0,166.198.157.117,100,20,1,12/6/2023 11:31,R_yX7UQFzSr7KVKo1,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:21,11/29/2023 12:21,0,166.198.157.140,4,19,0,12/6/2023 12:21,R_2tllXkZxFlXmIOm,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 8:50,11/28/2023 8:53,0,166.198.157.15,100,233,1,11/28/2023 8:53,R_1dbrEgk6lN6zlwP,28.5788,-81.439598,EN,1,1,59,4,5,10,4,2,1,5,3,6,1,5,3,2,2,8,6,4,1,1,1,9,7,1,2,2,5
12/1/2023 7:16,12/1/2023 7:16,0,166.198.157.16,8,14,0,12/8/2023 7:16,R_3szUFKsbCPYIA0D,,,ES,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:52,11/29/2023 15:52,0,166.198.157.38,100,23,1,11/29/2023 15:52,R_3pr9uRhGCCGoZ3e,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 8:07,11/30/2023 8:07,0,166.198.157.40,100,29,1,11/30/2023 8:07,R_31MEMCgVVb2RW0o,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2023 0:18,12/3/2023 0:18,0,166.198.157.43,100,21,1,12/3/2023 0:18,R_3nU7VKnNHH55kat,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 14:50,11/27/2023 14:52,0,166.198.157.5,20,74,0,12/4/2023 14:52,R_OlklVnFbi9iDazn,,,EN,1,1,28,6,6,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:35,11/29/2023 12:35,0,166.198.157.67,100,8,1,11/29/2023 12:35,R_YYVPloJ5M3lzKH7,28.5788,-81.439598,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 11:02,11/29/2023 11:03,0,166.198.161.1,100,43,1,11/29/2023 11:03,R_26ajMcN4qwUDfqB,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 11:01,11/30/2023 11:31,0,166.198.161.18,100,1811,1,11/30/2023 11:31,R_DHuxeTbNsC4AGNr,33.748501,-84.3871,ES,1,1,48,1,5,8,5,3,1,2,4,6,1,1,1,1,1,7,6,3,1,2,1,2,7,2,2,1,6
11/27/2023 10:04,11/27/2023 10:06,0,166.198.161.52,12,99,0,12/4/2023 10:06,R_3qE8gX1IJnwmsvl,,,EN,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 14:33,11/29/2023 14:34,0,166.198.161.60,100,35,1,11/29/2023 14:34,R_3kdJX06E68NpUVg,33.748501,-84.3871,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 11:20,11/29/2023 11:26,0,166.198.161.69,100,348,1,11/29/2023 11:26,R_20UPVV95vsaNstU,33.748501,-84.3871,EN,1,1,35,3,6,11,1,2,3,5,4,6,1,3,3,2,1,9am,1pm,4,3,1,1,5,3,1,2,1,6
11/29/2023 12:30,11/29/2023 12:37,0,166.198.161.78,100,444,1,11/29/2023 12:37,R_1OxieJAkQ5oZl8o,33.748501,-84.3871,ES,1,1,35,6,7,8,4,2,3,5,1,6,1,2,1,2,2,8:30,3:30,3,3,2,4,3,6,3,2,1,5
12/5/2023 10:04,12/5/2023 10:08,0,166.199.100.6,100,285,1,12/5/2023 10:08,R_1Kq1haiTasP6bUw,33.934898,-84.392197,EN,1,1,10,4,5,"1,11",3,4,2,5,1,6,1,5,5,2,3,7,5,4,1,1,1,6,7,1,2,2,5
11/29/2023 20:49,11/29/2023 20:53,0,166.199.114.52,100,256,1,11/29/2023 20:53,R_1n3kKjYK2WO1jfD,40.759701,-73.981003,EN,1,1,59,3,"1,3","1,11",1,2,3,4,6,5,1,1,1,6,2,6,5,6,3,1,1,1,2,2,1,2,3
11/29/2023 14:31,11/29/2023 14:37,0,166.199.140.53,100,340,1,11/29/2023 14:37,R_PAO8Er9LLlykLjb,25.811899,-80.231796,EN,1,1,48,2,6,8,3,4,1,5,2,6,1,4,1,2,3,8,6,4,1,1,1,8,6,1,2,2,5
11/29/2023 11:38,11/29/2023 11:43,0,166.199.140.7,100,267,1,11/29/2023 11:43,R_2OJQWEB4lYFyIQU,25.811899,-80.231796,EN,1,1,10,3,6,"2,11",5,1,3,4,2,6,1,1,1,2,1,8,3,6,1,1,1,2,3,4,2,2,5
12/5/2023 10:23,12/5/2023 10:24,0,166.199.149.130,100,16,1,12/5/2023 10:24,R_1LIRg5mJHXrSwqR,36.167099,-86.786102,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:54,11/29/2023 15:57,0,166.199.149.2,100,182,1,11/29/2023 15:57,R_tGkojMevxzz5xDz,36.167099,-86.786102,EN,1,1,16,3,6,11,3,1,2,4,6,5,1,3,1,4,2,7,8,2,3,1,1,1,3,6,2,2,3
11/29/2023 12:38,11/29/2023 12:42,0,166.199.149.34,100,239,1,11/29/2023 12:42,R_1oHofF7t8PqBs5L,36.167099,-86.786102,EN,1,1,57,3,5,"3,4,11",5,4,1,3,2,6,1,3,1,2,3,5,7,4,4,1,1,4,3,1,2,2,5
12/5/2023 9:25,12/5/2023 9:25,0,166.199.149.37,100,13,1,12/5/2023 9:25,R_PRsGlTzazTk7Oo1,36.167099,-86.786102,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 9:14,11/30/2023 9:15,0,166.199.149.84,100,85,1,11/30/2023 9:15,R_41wMC0kI5TUrB3H,36.167099,-86.786102,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:02,11/29/2023 16:02,0,166.199.150.115,100,27,1,11/29/2023 16:02,R_5nGFg8PdKCvuDQd,35.213501,-80.8218,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 17:39,11/27/2023 17:44,0,166.199.99.7,100,275,1,11/27/2023 17:44,R_3nGYmhgZ27fR3k0,39.102901,-94.571297,EN,1,1,28,3,7,11,1,2,6,3,4,5,1,3,3,2,2,8am,2,5,1,1,1,9,4,1,2,1,3
12/1/2023 8:24,12/1/2023 8:24,0,166.205.159.110,4,7,0,12/8/2023 8:24,R_3rNYnhMIQPSielH,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:07,11/29/2023 15:13,0,166.205.159.139,100,339,1,11/29/2023 15:13,R_25YnqSldpKFVa2O,26.016199,-80.195503,ES,1,1,50,3,7,1,2,1,4,3,5,6,2,1,1,4,1,7:00 AM,7:00 PM,4,3,2,3,9,1,1,2,1,5
12/1/2023 19:29,12/1/2023 19:29,0,166.205.159.22,100,29,1,12/1/2023 19:29,R_3R7tCndAHU9OQXv,25.811899,-80.231796,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:16,12/1/2023 7:17,0,166.205.159.23,12,82,0,12/8/2023 7:17,R_Uxyp8QGB3hPlwyt,,,EN,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 14:18,11/28/2023 14:20,0,166.205.159.34,20,96,0,12/5/2023 14:23,R_WBz54hZuIVtJ4lj,,,ES,1,1,56,3,6,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 21:33,12/4/2023 21:39,0,166.205.159.6,100,383,1,12/4/2023 21:39,R_3dPWkcbJnGDegeQ,25.811899,-80.231796,EN,1,1,43,1,"2,3",8,5,3,1,6,2,4,1,1,1,2,2,7,4,5,1,2,1,9,7,1,2,1,"2,6"
12/1/2023 11:41,12/1/2023 11:44,0,166.205.159.63,100,196,1,12/1/2023 11:44,R_2v2kpFWhsU36J07,25.811899,-80.231796,EN,1,1,6,6,7,10,3,4,1,6,2,5,1,1,3,2,2,8:30,12:30,6,1,1,1,7,5,4,2,2,5
11/27/2023 9:38,11/27/2023 9:39,0,166.205.181.28,4,64,0,12/4/2023 9:39,R_WfDlsYdDVeaKlFf,,,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:11,11/29/2023 15:11,0,166.205.181.55,100,37,1,11/29/2023 15:11,R_uhbt0jn7VugCv4Z,25.9289,-80.182701,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 12:39,12/1/2023 12:40,0,166.205.181.61,100,78,1,12/1/2023 12:40,R_22WGXtwU45Aenwx,25.9289,-80.182701,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:49,11/27/2023 13:49,0,166.205.181.80,100,16,1,11/27/2023 13:49,R_2YbQux3bagyaIk4,25.9289,-80.182701,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 6:57,12/5/2023 6:58,0,166.205.97.3,100,36,1,12/5/2023 6:58,R_1pVHvNSiwUAdomr,30.3643,-97.686401,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2023 8:54,12/2/2023 8:54,0,167.248.241.146,100,15,1,12/2/2023 8:54,R_1H2KDbv7MSlhgBi,26.139,-80.121399,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 9:01,12/4/2023 9:02,0,167.78.56.174,100,41,1,12/4/2023 9:02,R_1eLcZQ9gSthPYJu,30.514999,-86.484398,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 7:10,12/4/2023 7:14,0,167.93.1.20,100,248,1,12/4/2023 7:14,R_3psAwwzwn6NKncd,29.0266,-81.3349,EN,1,1,64,2,6,"2,9",6,2,1,3,4,5,1,5,1,2,2,8:00,5:00,3,1,1,1,8,6,1,2,2,5
12/4/2023 7:12,12/4/2023 7:12,0,167.93.149.20,100,12,1,12/4/2023 7:12,R_5tj8ipt9Ys5mgzD,29.2353,-81.070396,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 13:59,11/29/2023 14:04,0,167.95.39.6,100,339,1,11/29/2023 14:04,R_2R2GJ2MzRUad5EZ,30.608801,-84.419296,EN,1,1,36,5,6,"1,11",6,3,4,2,5,1,1,4,1,2,4,7:30,6:00,5,4,1,1,4,4,1,2,2,3
11/27/2023 18:46,11/27/2023 18:53,0,168.149.137.37,100,390,1,11/27/2023 18:53,R_1LSFN2gB10WQ2fQ,34.002102,-81.042297,EN,1,1,64,1,3,8,6,4,2,3,1,5,1,1,3,2,1,7,3,6,1,1,1,3,4,4,1,2,5
11/29/2023 12:23,11/29/2023 12:51,0,168.213.254.20,100,1691,1,11/29/2023 12:51,R_3O0MO1Q8djwLu4W,27.484301,-82.581299,EN,1,1,40,6,6,8,5,3,1,2,4,6,1,3,1,3,2,8:00,5:30,2,3,1,2,6,7,1,1,2,2
11/29/2023 10:45,11/29/2023 10:46,0,168.213.5.192,100,88,1,11/29/2023 10:46,R_2sbVVvLaXkP1z25,28.068399,-82.7593,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 7:47,12/5/2023 7:47,0,168.221.162.251,100,27,1,12/5/2023 7:47,R_305CQAsI0WYe5pG,25.7869,-80.202103,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 13:26,11/30/2023 13:29,0,168.254.225.132,100,184,1,11/30/2023 13:29,R_1MMS6JmidAlLv0v,28.0109,-82.494797,EN,1,1,53,2,6,"4,9",3,5,2,1,4,6,1,4,3,2,1,7:30 AM,6 pm or later,3,3,1,1,6,7,1,2,2,5
11/30/2023 6:01,11/30/2023 6:01,0,169.139.0.32,4,6,0,12/7/2023 6:01,R_2YYqWChs8gSl2BX,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:39,11/27/2023 11:47,0,169.139.8.155,100,4072,1,11/27/2023 11:47,R_vodPbNOBpGBf50l,26.2822,-80.115601,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 6:34,12/5/2023 6:37,0,169.139.8.225,100,201,1,12/5/2023 6:37,R_1EhCrs9Wynvn7Uz,26.1374,-80.168404,EN,1,1,6,5,6,"5,11",6,4,1,2,3,5,1,2,1,2,2,7:30,4:00,5,1,1,1,2,3,2,2,1,3
11/28/2023 4:54,11/28/2023 4:58,0,170.205.155.205,100,239,1,11/28/2023 4:58,R_3ElCQEls5VKuCD0,32.430099,-80.669403,EN,1,1,48,3,7,2,4,1,2,3,5,6,1,4,1,2,2,8:30,5:00,4,1,1,1,9,7,1,2,2,5
12/1/2023 7:39,12/1/2023 7:42,0,170.250.109.126,100,197,1,12/1/2023 7:42,R_12KKsaJkBGpSUra,26.718,-80.0989,EN,1,1,50,5,5,"1,2,4,5,7",1,4,3,6,2,5,1,2,3,2,2,7,6,4,1,1,1,6,4,4,2,1,3
11/27/2023 14:48,11/27/2023 14:54,0,170.250.81.117,100,405,1,11/27/2023 14:54,R_R5hNxbUohoXy1DH,26.517,-80.084099,EN,1,1,50,5,6,"12,11",1,2,3,4,6,5,1,5,1,2,2,8,5,6,2,1,1,9,3,4,2,2,"1,5"
12/8/2023 13:11,12/8/2023 13:18,0,170.55.111.114,100,405,1,12/8/2023 13:18,R_2U6o9cF6mPm1dS0,26.718,-80.0989,EN,1,1,50,3,6,10,2,6,1,5,3,4,1,2,1,2,2,8,6,3,1,1,1,4,5,1,1,2,3
12/4/2023 22:21,12/4/2023 22:21,0,170.55.182.130,100,18,1,12/4/2023 22:21,R_1imLpXSs0wfq5AC,25.944201,-80.140602,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 11:29,12/1/2023 11:31,0,170.55.54.134,100,109,1,12/1/2023 11:31,R_31arq4015xvYnGZ,25.758801,-80.196297,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 12:35,11/27/2023 12:39,0,170.55.73.198,60,238,0,12/4/2023 12:40,R_yBZNrvPdU1juY3T,,,EN,1,1,50,3,6,"1,2,4,11",4,3,1,5,2,6,1,4,1,2,2,7,6,,,,,,,,,,
12/4/2023 10:27,12/5/2023 6:27,0,172.100.137.177,100,72020,1,12/5/2023 6:27,R_3Dpy5kZ9wB1owCS,42.092999,-79.244003,EN,1,1,17,3,7,10,5,4,1,2,3,6,1,3,1,2,3,NA,NA,4,1,1,1,8,7,2,2,2,5
12/1/2023 9:20,12/1/2023 9:22,0,172.109.152.90,8,171,0,12/8/2023 9:23,R_3lMOv5doYtpCoka,,,EN,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 11:39,11/29/2023 11:42,0,172.109.188.50,100,172,1,11/29/2023 11:42,R_2aE3AAhE1iUJvoG,27.959,-82.493797,EN,1,1,52,6,6,10,3,1,2,4,5,6,1,5,1,2,2,6,6,2,3,1,1,4,3,1,1,2,3
12/5/2023 6:05,12/5/2023 6:05,0,172.109.231.106,100,20,1,12/5/2023 6:05,R_2TGi8xSxGJO4j6A,27.916201,-82.729897,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 18:10,11/29/2023 18:13,0,172.125.124.242,100,172,1,11/29/2023 18:13,R_2YgDsWTqLtVzkZ9,30.084299,-81.8629,EN,1,1,10,1,5,8,5,3,1,4,2,6,1,3,2,2,1,7:30,4:30,4,1,1,1,7,6,1,2,2,5
11/30/2023 15:28,11/30/2023 15:32,0,172.126.59.6,100,224,1,11/30/2023 15:32,R_1CrTZg4BqCsIvvW,28.5156,-81.357399,EN,1,1,48,2,5,8,3,4,1,5,2,6,1,5,1,2,3,6,6,4,1,1,1,8,7,1,2,2,5
12/4/2023 9:03,12/4/2023 9:05,0,172.126.59.69,100,97,1,12/4/2023 9:05,R_1pRTMuLgnFQo88A,28.5156,-81.357399,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 15:27,12/7/2023 15:30,0,172.127.178.120,100,192,1,12/7/2023 15:30,R_NUplYbeH7QmnibD,29.693399,-98.478798,EN,1,1,1,1,1,10,1,2,3,4,5,6,1,3,1,2,2,8,3,2,1,9,2,7,6,4,2,2,5
11/27/2023 12:47,12/5/2023 11:03,0,172.226.12.87,100,684954,1,12/5/2023 11:03,R_2XdOu7V7XBona0M,25.7689,-80.194603,EN,1,1,10,3,7,"2,11",4,1,3,6,2,5,1,1,1,2,2,7,5,5,1,1,1,4,3,4,2,2,5
11/29/2023 17:29,11/29/2023 17:29,0,172.226.171.27,100,39,1,11/29/2023 17:29,R_bf7Dgb3MaWtZA3f,27.945499,-82.459801,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 17:30,11/29/2023 17:30,0,172.226.191.26,100,20,1,11/29/2023 17:30,R_2P1hv2TGWglPNeC,27.945499,-82.459801,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 12:53,11/27/2023 12:53,0,172.226.30.228,12,31,0,12/4/2023 12:53,R_1LO8XKbG80Ltyq5,,,EN,1,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 11:39,11/27/2023 11:42,0,172.226.8.150,100,175,1,11/27/2023 11:42,R_3EFNI2KnCP7EJLI,25.7689,-80.194603,EN,1,1,51,5,3,12,2,1,3,4,5,6,1,1,3,2,1,8,400,6,1,1,1,9,3,4,2,2,5
12/5/2023 15:02,12/5/2023 15:02,0,172.56.112.113,100,29,1,12/5/2023 15:02,R_2dPUxUhtgORJc4S,41.8578,-71.437698,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:17,11/27/2023 10:17,0,172.56.167.88,100,23,1,11/27/2023 10:17,R_3R3Jhk7aU5D5fyA,40.676399,-73.875298,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 14:23,12/1/2023 14:28,0,172.56.168.217,100,270,1,12/1/2023 14:28,R_sALsKuQhnxidPEJ,38.587898,-121.4053,EN,1,1,59,1,1,8,3,4,1,5,2,6,1,4,1,2,2,800,5,3,4,11,1,8,6,1,2,2,2
